Initializing RocksDB Options from the specified file
Initializing RocksDB Options from command-line flags
Keys:       16 bytes each (+ 0 bytes user-defined timestamp)
Values:     100 bytes each (50 bytes after compression)
Entries:    500000000
Prefix:    0 bytes
Latecny 0.77 = 3.016023
Latecny 0.78 = 3.016426
Latecny 0.79 = 3.016830
Latecny 0.80 = 3.017233
Latecny 0.81 = 3.017636
Latecny 0.82 = 3.018040
Latecny 0.83 = 3.018443
Latecny 0.84 = 3.018847
Latecny 0.85 = 3.019250
Latecny 0.86 = 3.019653
Latecny 0.87 = 3.020057
Latecny 0.88 = 3.020460
Latecny 0.89 = 3.020863
Latecny 0.90 = 3.021267
Latecny 0.91 = 3.021670
Latecny 0.92 = 3.022073
Latecny 0.93 = 3.022477
Latecny 0.94 = 3.022880
Latecny 0.95 = 3.023283
Latecny 0.96 = 3.023687
Latecny 0.97 = 3.024090
Latecny 0.98 = 3.024493
Latecny 0.99 = 3.024897
Latecny 1.00 = 3.025300
Latecny 1.01 = 3.025703
Latecny 1.02 = 3.026107
Latecny 1.03 = 3.026510
Latecny 1.04 = 3.026913
Latecny 1.05 = 3.027317
Latecny 1.06 = 3.027720
Latecny 1.07 = 3.028124
Latecny 1.08 = 3.028527
Latecny 1.09 = 3.028930
Latecny 1.10 = 3.029334
Latecny 1.11 = 3.029737
Latecny 1.12 = 3.030140
Latecny 1.13 = 3.030544
Latecny 1.14 = 3.030947
Latecny 1.15 = 3.031350
Latecny 1.16 = 3.031754
Latecny 1.17 = 3.032157
Latecny 1.18 = 3.032560
Latecny 1.19 = 3.032964
Latecny 1.20 = 3.033367
Latecny 1.21 = 3.033770
Latecny 1.22 = 3.034174
Latecny 1.23 = 3.034577
Latecny 1.24 = 3.034980
Latecny 1.25 = 3.035384
Latecny 1.26 = 3.035787
Latecny 1.27 = 3.036190
Latecny 1.28 = 3.036594
Latecny 1.29 = 3.036997
Latecny 1.30 = 3.037400
Latecny 1.31 = 3.037804
Latecny 1.32 = 3.038207
Latecny 1.33 = 3.038611
Latecny 1.34 = 3.039014
Latecny 1.35 = 3.039417
Latecny 1.36 = 3.039821
Latecny 1.37 = 3.040224
Latecny 1.38 = 3.040627
Latecny 1.39 = 3.041031
Latecny 1.40 = 3.041434
Latecny 1.41 = 3.041837
Latecny 1.42 = 3.042241
Latecny 1.43 = 3.042644
Latecny 1.44 = 3.043047
Latecny 1.45 = 3.043451
Latecny 1.46 = 3.043854
Latecny 1.47 = 3.044257
Latecny 1.48 = 3.044661
Latecny 1.49 = 3.045064
Latecny 1.50 = 3.045467
Latecny 1.51 = 3.045871
Latecny 1.52 = 3.046274
Latecny 1.53 = 3.046677
Latecny 1.54 = 3.047081
Latecny 1.55 = 3.047484
Latecny 1.56 = 3.047888
Latecny 1.57 = 3.048291
Latecny 1.58 = 3.048694
Latecny 1.59 = 3.049098
Latecny 1.60 = 3.049501
Latecny 1.61 = 3.049904
Latecny 1.62 = 3.050308
Latecny 1.63 = 3.050711
Latecny 1.64 = 3.051114
Latecny 1.65 = 3.051518
Latecny 1.66 = 3.051921
Latecny 1.67 = 3.052324
Latecny 1.68 = 3.052728
Latecny 1.69 = 3.053131
Latecny 1.70 = 3.053534
Latecny 1.71 = 3.053938
Latecny 1.72 = 3.054341
Latecny 1.73 = 3.054744
Latecny 1.74 = 3.055148
Latecny 1.75 = 3.055551
Latecny 1.76 = 3.055954
Latecny 1.77 = 3.056358
Latecny 1.78 = 3.056761
Latecny 1.79 = 3.057164
Latecny 1.80 = 3.057568
Latecny 1.81 = 3.057971
Latecny 1.82 = 3.058375
Latecny 1.83 = 3.058778
Latecny 1.84 = 3.059181
Latecny 1.85 = 3.059585
Latecny 1.86 = 3.059988
Latecny 1.87 = 3.060391
Latecny 1.88 = 3.060795
Latecny 1.89 = 3.061198
Latecny 1.90 = 3.061601
Latecny 1.91 = 3.062005
Latecny 1.92 = 3.062408
Latecny 1.93 = 3.062811
Latecny 1.94 = 3.063215
Latecny 1.95 = 3.063618
Latecny 1.96 = 3.064021
Latecny 1.97 = 3.064425
Latecny 1.98 = 3.064828
Latecny 1.99 = 3.065231
Latecny 2.00 = 3.065635
Latecny 2.01 = 3.066038
Latecny 2.02 = 3.066441
Latecny 2.03 = 3.066845
Latecny 2.04 = 3.067248
Latecny 2.05 = 3.067651
Latecny 2.06 = 3.068055
Latecny 2.07 = 3.068458
Latecny 2.08 = 3.068862
Latecny 2.09 = 3.069265
Latecny 2.10 = 3.069668
Latecny 2.11 = 3.070072
Latecny 2.12 = 3.070475
Latecny 2.13 = 3.070878
Latecny 2.14 = 3.071282
Latecny 2.15 = 3.071685
Latecny 2.16 = 3.072088
Latecny 2.17 = 3.072492
Latecny 2.18 = 3.072895
Latecny 2.19 = 3.073298
Latecny 2.20 = 3.073702
Latecny 2.21 = 3.074105
Latecny 2.22 = 3.074508
Latecny 2.23 = 3.074912
Latecny 2.24 = 3.075315
Latecny 2.25 = 3.075718
Latecny 2.26 = 3.076122
Latecny 2.27 = 3.076525
Latecny 2.28 = 3.076928
Latecny 2.29 = 3.077332
Latecny 2.30 = 3.077735
Latecny 2.31 = 3.078139
Latecny 2.32 = 3.078542
Latecny 2.33 = 3.078945
Latecny 2.34 = 3.079349
Latecny 2.35 = 3.079752
Latecny 2.36 = 3.080155
Latecny 2.37 = 3.080559
Latecny 2.38 = 3.080962
Latecny 2.39 = 3.081365
Latecny 2.40 = 3.081769
Latecny 2.41 = 3.082172
Latecny 2.42 = 3.082575
Latecny 2.43 = 3.082979
Latecny 2.44 = 3.083382
Latecny 2.45 = 3.083785
Latecny 2.46 = 3.084189
Latecny 2.47 = 3.084592
Latecny 2.48 = 3.084995
Latecny 2.49 = 3.085399
Latecny 2.50 = 3.085802
Latecny 2.51 = 3.086205
Latecny 2.52 = 3.086609
Latecny 2.53 = 3.087012
Latecny 2.54 = 3.087415
Latecny 2.55 = 3.087819
Latecny 2.56 = 3.088222
Latecny 2.57 = 3.088626
Latecny 2.58 = 3.089029
Latecny 2.59 = 3.089432
Latecny 2.60 = 3.089836
Latecny 2.61 = 3.090239
Latecny 2.62 = 3.090642
Latecny 2.63 = 3.091046
Latecny 2.64 = 3.091449
Latecny 2.65 = 3.091852
Latecny 2.66 = 3.092256
Latecny 2.67 = 3.092659
Latecny 2.68 = 3.093062
Latecny 2.69 = 3.093466
Latecny 2.70 = 3.093869
Latecny 2.71 = 3.094272
Latecny 2.72 = 3.094676
Latecny 2.73 = 3.095079
Latecny 2.74 = 3.095482
Latecny 2.75 = 3.095886
Latecny 2.76 = 3.096289
Latecny 2.77 = 3.096692
Latecny 2.78 = 3.097096
Latecny 2.79 = 3.097499
Latecny 2.80 = 3.097903
Latecny 2.81 = 3.098306
Latecny 2.82 = 3.098709
Latecny 2.83 = 3.099113
Latecny 2.84 = 3.099516
Latecny 2.85 = 3.099919
Latecny 2.86 = 3.100323
Latecny 2.87 = 3.100726
Latecny 2.88 = 3.101129
Latecny 2.89 = 3.101533
Latecny 2.90 = 3.101936
Latecny 2.91 = 3.102339
Latecny 2.92 = 3.102743
Latecny 2.93 = 3.103146
Latecny 2.94 = 3.103549
Latecny 2.95 = 3.103953
Latecny 2.96 = 3.104356
Latecny 2.97 = 3.104759
Latecny 2.98 = 3.105163
Latecny 2.99 = 3.105566
Latecny 3.00 = 3.105969
Latecny 3.01 = 3.106373
Latecny 3.02 = 3.106776
Latecny 3.03 = 3.107179
Latecny 3.04 = 3.107583
Latecny 3.05 = 3.107986
Latecny 3.06 = 3.108390
Latecny 3.07 = 3.108793
Latecny 3.08 = 3.109196
Latecny 3.09 = 3.109600
Latecny 3.10 = 3.110003
Latecny 3.11 = 3.110406
Latecny 3.12 = 3.110810
Latecny 3.13 = 3.111213
Latecny 3.14 = 3.111616
Latecny 3.15 = 3.112020
Latecny 3.16 = 3.112423
Latecny 3.17 = 3.112826
Latecny 3.18 = 3.113230
Latecny 3.19 = 3.113633
Latecny 3.20 = 3.114036
Latecny 3.21 = 3.114440
Latecny 3.22 = 3.114843
Latecny 3.23 = 3.115246
Latecny 3.24 = 3.115650
Latecny 3.25 = 3.116053
Latecny 3.26 = 3.116456
Latecny 3.27 = 3.116860
Latecny 3.28 = 3.117263
Latecny 3.29 = 3.117666
Latecny 3.30 = 3.118070
Latecny 3.31 = 3.118473
Latecny 3.32 = 3.118877
Latecny 3.33 = 3.119280
Latecny 3.34 = 3.119683
Latecny 3.35 = 3.120087
Latecny 3.36 = 3.120490
Latecny 3.37 = 3.120893
Latecny 3.38 = 3.121297
Latecny 3.39 = 3.121700
Latecny 3.40 = 3.122103
Latecny 3.41 = 3.122507
Latecny 3.42 = 3.122910
Latecny 3.43 = 3.123313
Latecny 3.44 = 3.123717
Latecny 3.45 = 3.124120
Latecny 3.46 = 3.124523
Latecny 3.47 = 3.124927
Latecny 3.48 = 3.125330
Latecny 3.49 = 3.125733
Latecny 3.50 = 3.126137
Latecny 3.51 = 3.126540
Latecny 3.52 = 3.126943
Latecny 3.53 = 3.127347
Latecny 3.54 = 3.127750
Latecny 3.55 = 3.128154
Latecny 3.56 = 3.128557
Latecny 3.57 = 3.128960
Latecny 3.58 = 3.129364
Latecny 3.59 = 3.129767
Latecny 3.60 = 3.130170
Latecny 3.61 = 3.130574
Latecny 3.62 = 3.130977
Latecny 3.63 = 3.131380
Latecny 3.64 = 3.131784
Latecny 3.65 = 3.132187
Latecny 3.66 = 3.132590
Latecny 3.67 = 3.132994
Latecny 3.68 = 3.133397
Latecny 3.69 = 3.133800
Latecny 3.70 = 3.134204
Latecny 3.71 = 3.134607
Latecny 3.72 = 3.135010
Latecny 3.73 = 3.135414
Latecny 3.74 = 3.135817
Latecny 3.75 = 3.136220
Latecny 3.76 = 3.136624
Latecny 3.77 = 3.137027
Latecny 3.78 = 3.137430
Latecny 3.79 = 3.137834
Latecny 3.80 = 3.138237
Latecny 3.81 = 3.138641
Latecny 3.82 = 3.139044
Latecny 3.83 = 3.139447
Latecny 3.84 = 3.139851
Latecny 3.85 = 3.140254
Latecny 3.86 = 3.140657
Latecny 3.87 = 3.141061
Latecny 3.88 = 3.141464
Latecny 3.89 = 3.141867
Latecny 3.90 = 3.142271
Latecny 3.91 = 3.142674
Latecny 3.92 = 3.143077
Latecny 3.93 = 3.143481
Latecny 3.94 = 3.143884
Latecny 3.95 = 3.144287
Latecny 3.96 = 3.144691
Latecny 3.97 = 3.145094
Latecny 3.98 = 3.145497
Latecny 3.99 = 3.145901
Latecny 4.00 = 3.146304
Latecny 4.01 = 3.146707
Latecny 4.02 = 3.147111
Latecny 4.03 = 3.147514
Latecny 4.04 = 3.147918
Latecny 4.05 = 3.148321
Latecny 4.06 = 3.148724
Latecny 4.07 = 3.149128
Latecny 4.08 = 3.149531
Latecny 4.09 = 3.149934
Latecny 4.10 = 3.150338
Latecny 4.11 = 3.150741
Latecny 4.12 = 3.151144
Latecny 4.13 = 3.151548
Latecny 4.14 = 3.151951
Latecny 4.15 = 3.152354
Latecny 4.16 = 3.152758
Latecny 4.17 = 3.153161
Latecny 4.18 = 3.153565
Latecny 4.19 = 3.153968
Latecny 4.20 = 3.154371
Latecny 4.21 = 3.154775
Latecny 4.22 = 3.155178
Latecny 4.23 = 3.155581
Latecny 4.24 = 3.155985
Latecny 4.25 = 3.156388
Latecny 4.26 = 3.156791
Latecny 4.27 = 3.157195
Latecny 4.28 = 3.157598
Latecny 4.29 = 3.158001
Latecny 4.30 = 3.158405
Latecny 4.31 = 3.158808
Latecny 4.32 = 3.159212
Latecny 4.33 = 3.159615
Latecny 4.34 = 3.160018
Latecny 4.35 = 3.160422
Latecny 4.36 = 3.160825
Latecny 4.37 = 3.161228
Latecny 4.38 = 3.161632
Latecny 4.39 = 3.162035
Latecny 4.40 = 3.162438
Latecny 4.41 = 3.162842
Latecny 4.42 = 3.163245
Latecny 4.43 = 3.163648
Latecny 4.44 = 3.164052
Latecny 4.45 = 3.164455
Latecny 4.46 = 3.164858
Latecny 4.47 = 3.165262
Latecny 4.48 = 3.165665
Latecny 4.49 = 3.166069
Latecny 4.50 = 3.166472
Latecny 4.51 = 3.166875
Latecny 4.52 = 3.167279
Latecny 4.53 = 3.167682
Latecny 4.54 = 3.168085
Latecny 4.55 = 3.168489
Latecny 4.56 = 3.168892
Latecny 4.57 = 3.169295
Latecny 4.58 = 3.169699
Latecny 4.59 = 3.170102
Latecny 4.60 = 3.170505
Latecny 4.61 = 3.170909
Latecny 4.62 = 3.171312
Latecny 4.63 = 3.171716
Latecny 4.64 = 3.172119
Latecny 4.65 = 3.172522
Latecny 4.66 = 3.172926
Latecny 4.67 = 3.173329
Latecny 4.68 = 3.173732
Latecny 4.69 = 3.174136
Latecny 4.70 = 3.174539
Latecny 4.71 = 3.174942
Latecny 4.72 = 3.175346
Latecny 4.73 = 3.175749
Latecny 4.74 = 3.176152
Latecny 4.75 = 3.176556
Latecny 4.76 = 3.176959
Latecny 4.77 = 3.177363
Latecny 4.78 = 3.177766
Latecny 4.79 = 3.178169
Latecny 4.80 = 3.178573
Latecny 4.81 = 3.178976
Latecny 4.82 = 3.179379
Latecny 4.83 = 3.179783
Latecny 4.84 = 3.180186
Latecny 4.85 = 3.180589
Latecny 4.86 = 3.180993
Latecny 4.87 = 3.181396
Latecny 4.88 = 3.181799
Latecny 4.89 = 3.182203
Latecny 4.90 = 3.182606
Latecny 4.91 = 3.183010
Latecny 4.92 = 3.183413
Latecny 4.93 = 3.183816
Latecny 4.94 = 3.184220
Latecny 4.95 = 3.184623
Latecny 4.96 = 3.185026
Latecny 4.97 = 3.185430
Latecny 4.98 = 3.185833
Latecny 4.99 = 3.186236
Latecny 5.00 = 3.186640
Latecny 5.01 = 3.187043
Latecny 5.02 = 3.187446
Latecny 5.03 = 3.187850
Latecny 5.04 = 3.188253
Latecny 5.05 = 3.188657
Latecny 5.06 = 3.189060
Latecny 5.07 = 3.189463
Latecny 5.08 = 3.189867
Latecny 5.09 = 3.190270
Latecny 5.10 = 3.190673
Latecny 5.11 = 3.191077
Latecny 5.12 = 3.191480
Latecny 5.13 = 3.191883
Latecny 5.14 = 3.192287
Latecny 5.15 = 3.192690
Latecny 5.16 = 3.193093
Latecny 5.17 = 3.193497
Latecny 5.18 = 3.193900
Latecny 5.19 = 3.194304
Latecny 5.20 = 3.194707
Latecny 5.21 = 3.195110
Latecny 5.22 = 3.195514
Latecny 5.23 = 3.195917
Latecny 5.24 = 3.196320
Latecny 5.25 = 3.196724
Latecny 5.26 = 3.197127
Latecny 5.27 = 3.197530
Latecny 5.28 = 3.197934
Latecny 5.29 = 3.198337
Latecny 5.30 = 3.198740
Latecny 5.31 = 3.199144
Latecny 5.32 = 3.199547
Latecny 5.33 = 3.199951
Latecny 5.34 = 3.200354
Latecny 5.35 = 3.200757
Latecny 5.36 = 3.201161
Latecny 5.37 = 3.201564
Latecny 5.38 = 3.201967
Latecny 5.39 = 3.202371
Latecny 5.40 = 3.202774
Latecny 5.41 = 3.203177
Latecny 5.42 = 3.203581
Latecny 5.43 = 3.203984
Latecny 5.44 = 3.204387
Latecny 5.45 = 3.204791
Latecny 5.46 = 3.205194
Latecny 5.47 = 3.205597
Latecny 5.48 = 3.206001
Latecny 5.49 = 3.206404
Latecny 5.50 = 3.206808
Latecny 5.51 = 3.207211
Latecny 5.52 = 3.207614
Latecny 5.53 = 3.208018
Latecny 5.54 = 3.208421
Latecny 5.55 = 3.208824
Latecny 5.56 = 3.209228
Latecny 5.57 = 3.209631
Latecny 5.58 = 3.210034
Latecny 5.59 = 3.210438
Latecny 5.60 = 3.210841
Latecny 5.61 = 3.211244
Latecny 5.62 = 3.211648
Latecny 5.63 = 3.212051
Latecny 5.64 = 3.212455
Latecny 5.65 = 3.212858
Latecny 5.66 = 3.213261
Latecny 5.67 = 3.213665
Latecny 5.68 = 3.214068
Latecny 5.69 = 3.214471
Latecny 5.70 = 3.214875
Latecny 5.71 = 3.215278
Latecny 5.72 = 3.215681
Latecny 5.73 = 3.216085
Latecny 5.74 = 3.216488
Latecny 5.75 = 3.216891
Latecny 5.76 = 3.217295
Latecny 5.77 = 3.217698
Latecny 5.78 = 3.218102
Latecny 5.79 = 3.218505
Latecny 5.80 = 3.218908
Latecny 5.81 = 3.219312
Latecny 5.82 = 3.219715
Latecny 5.83 = 3.220118
Latecny 5.84 = 3.220522
Latecny 5.85 = 3.220925
Latecny 5.86 = 3.221328
Latecny 5.87 = 3.221732
Latecny 5.88 = 3.222135
Latecny 5.89 = 3.222538
Latecny 5.90 = 3.222942
Latecny 5.91 = 3.223345
Latecny 5.92 = 3.223749
Latecny 5.93 = 3.224152
Latecny 5.94 = 3.224555
Latecny 5.95 = 3.224959
Latecny 5.96 = 3.225362
Latecny 5.97 = 3.225765
Latecny 5.98 = 3.226169
Latecny 5.99 = 3.226572
Latecny 6.00 = 3.226975
Latecny 6.01 = 3.227379
Latecny 6.02 = 3.227782
Latecny 6.03 = 3.228185
Latecny 6.04 = 3.228589
Latecny 6.05 = 3.228992
Latecny 6.06 = 3.229396
Latecny 6.07 = 3.229799
Latecny 6.08 = 3.230202
Latecny 6.09 = 3.230606
Latecny 6.10 = 3.231009
Latecny 6.11 = 3.231412
Latecny 6.12 = 3.231816
Latecny 6.13 = 3.232219
Latecny 6.14 = 3.232622
Latecny 6.15 = 3.233026
Latecny 6.16 = 3.233429
Latecny 6.17 = 3.233832
Latecny 6.18 = 3.234236
Latecny 6.19 = 3.234639
Latecny 6.20 = 3.235043
Latecny 6.21 = 3.235446
Latecny 6.22 = 3.235849
Latecny 6.23 = 3.236253
Latecny 6.24 = 3.236656
Latecny 6.25 = 3.237059
Latecny 6.26 = 3.237463
Latecny 6.27 = 3.237866
Latecny 6.28 = 3.238269
Latecny 6.29 = 3.238673
Latecny 6.30 = 3.239076
Latecny 6.31 = 3.239479
Latecny 6.32 = 3.239883
Latecny 6.33 = 3.240286
Latecny 6.34 = 3.240689
Latecny 6.35 = 3.241093
Latecny 6.36 = 3.241496
Latecny 6.37 = 3.241900
Latecny 6.38 = 3.242303
Latecny 6.39 = 3.242706
Latecny 6.40 = 3.243110
Latecny 6.41 = 3.243513
Latecny 6.42 = 3.243916
Latecny 6.43 = 3.244320
Latecny 6.44 = 3.244723
Latecny 6.45 = 3.245126
Latecny 6.46 = 3.245530
Latecny 6.47 = 3.245933
Latecny 6.48 = 3.246336
Latecny 6.49 = 3.246740
Latecny 6.50 = 3.247143
Latecny 6.51 = 3.247547
Latecny 6.52 = 3.247950
Latecny 6.53 = 3.248353
Latecny 6.54 = 3.248757
Latecny 6.55 = 3.249160
Latecny 6.56 = 3.249563
Latecny 6.57 = 3.249967
Latecny 6.58 = 3.250370
Latecny 6.59 = 3.250773
Latecny 6.60 = 3.251177
Latecny 6.61 = 3.251580
Latecny 6.62 = 3.251983
Latecny 6.63 = 3.252387
Latecny 6.64 = 3.252790
Latecny 6.65 = 3.253194
Latecny 6.66 = 3.253597
Latecny 6.67 = 3.254000
Latecny 6.68 = 3.254404
Latecny 6.69 = 3.254807
Latecny 6.70 = 3.255210
Latecny 6.71 = 3.255614
Latecny 6.72 = 3.256017
Latecny 6.73 = 3.256420
Latecny 6.74 = 3.256824
Latecny 6.75 = 3.257227
Latecny 6.76 = 3.257630
Latecny 6.77 = 3.258034
Latecny 6.78 = 3.258437
Latecny 6.79 = 3.258841
Latecny 6.80 = 3.259244
Latecny 6.81 = 3.259647
Latecny 6.82 = 3.260051
Latecny 6.83 = 3.260454
Latecny 6.84 = 3.260857
Latecny 6.85 = 3.261261
Latecny 6.86 = 3.261664
Latecny 6.87 = 3.262067
Latecny 6.88 = 3.262471
Latecny 6.89 = 3.262874
Latecny 6.90 = 3.263277
Latecny 6.91 = 3.263681
Latecny 6.92 = 3.264084
Latecny 6.93 = 3.264488
Latecny 6.94 = 3.264891
Latecny 6.95 = 3.265294
Latecny 6.96 = 3.265698
Latecny 6.97 = 3.266101
Latecny 6.98 = 3.266504
Latecny 6.99 = 3.266908
Latecny 7.00 = 3.267311
Latecny 7.01 = 3.267714
Latecny 7.02 = 3.268118
Latecny 7.03 = 3.268521
Latecny 7.04 = 3.268924
Latecny 7.05 = 3.269328
Latecny 7.06 = 3.269731
Latecny 7.07 = 3.270135
Latecny 7.08 = 3.270538
Latecny 7.09 = 3.270941
Latecny 7.10 = 3.271345
Latecny 7.11 = 3.271748
Latecny 7.12 = 3.272151
Latecny 7.13 = 3.272555
Latecny 7.14 = 3.272958
Latecny 7.15 = 3.273361
Latecny 7.16 = 3.273765
Latecny 7.17 = 3.274168
Latecny 7.18 = 3.274571
Latecny 7.19 = 3.274975
Latecny 7.20 = 3.275378
Latecny 7.21 = 3.275781
Latecny 7.22 = 3.276185
Latecny 7.23 = 3.276588
Latecny 7.24 = 3.276992
Latecny 7.25 = 3.277395
Latecny 7.26 = 3.277798
Latecny 7.27 = 3.278202
Latecny 7.28 = 3.278605
Latecny 7.29 = 3.279008
Latecny 7.30 = 3.279412
Latecny 7.31 = 3.279815
Latecny 7.32 = 3.280218
Latecny 7.33 = 3.280622
Latecny 7.34 = 3.281025
Latecny 7.35 = 3.281428
Latecny 7.36 = 3.281832
Latecny 7.37 = 3.282235
Latecny 7.38 = 3.282639
Latecny 7.39 = 3.283042
Latecny 7.40 = 3.283445
Latecny 7.41 = 3.283849
Latecny 7.42 = 3.284252
Latecny 7.43 = 3.284655
Latecny 7.44 = 3.285059
Latecny 7.45 = 3.285462
Latecny 7.46 = 3.285865
Latecny 7.47 = 3.286269
Latecny 7.48 = 3.286672
Latecny 7.49 = 3.287075
Latecny 7.50 = 3.287479
Latecny 7.51 = 3.287882
Latecny 7.52 = 3.288286
Latecny 7.53 = 3.288689
Latecny 7.54 = 3.289092
Latecny 7.55 = 3.289496
Latecny 7.56 = 3.289899
Latecny 7.57 = 3.290302
Latecny 7.58 = 3.290706
Latecny 7.59 = 3.291109
Latecny 7.60 = 3.291512
Latecny 7.61 = 3.291916
Latecny 7.62 = 3.292319
Latecny 7.63 = 3.292722
Latecny 7.64 = 3.293126
Latecny 7.65 = 3.293529
Latecny 7.66 = 3.293933
Latecny 7.67 = 3.294336
Latecny 7.68 = 3.294739
Latecny 7.69 = 3.295143
Latecny 7.70 = 3.295546
Latecny 7.71 = 3.295949
Latecny 7.72 = 3.296353
Latecny 7.73 = 3.296756
Latecny 7.74 = 3.297159
Latecny 7.75 = 3.297563
Latecny 7.76 = 3.297966
Latecny 7.77 = 3.298369
Latecny 7.78 = 3.298773
Latecny 7.79 = 3.299176
Latecny 7.80 = 3.299580
Latecny 7.81 = 3.299983
Latecny 7.82 = 3.300386
Latecny 7.83 = 3.300790
Latecny 7.84 = 3.301193
Latecny 7.85 = 3.301596
Latecny 7.86 = 3.302000
Latecny 7.87 = 3.302403
Latecny 7.88 = 3.302806
Latecny 7.89 = 3.303210
Latecny 7.90 = 3.303613
Latecny 7.91 = 3.304016
Latecny 7.92 = 3.304420
Latecny 7.93 = 3.304823
Latecny 7.94 = 3.305227
Latecny 7.95 = 3.305630
Latecny 7.96 = 3.306033
Latecny 7.97 = 3.306437
Latecny 7.98 = 3.306840
Latecny 7.99 = 3.307243
Latecny 8.00 = 3.307647
Latecny 8.01 = 3.308050
Latecny 8.02 = 3.308453
Latecny 8.03 = 3.308857
Latecny 8.04 = 3.309260
Latecny 8.05 = 3.309663
Latecny 8.06 = 3.310067
Latecny 8.07 = 3.310470
Latecny 8.08 = 3.310873
Latecny 8.09 = 3.311277
Latecny 8.10 = 3.311680
Latecny 8.11 = 3.312084
Latecny 8.12 = 3.312487
Latecny 8.13 = 3.312890
Latecny 8.14 = 3.313294
Latecny 8.15 = 3.313697
Latecny 8.16 = 3.314100
Latecny 8.17 = 3.314504
Latecny 8.18 = 3.314907
Latecny 8.19 = 3.315310
Latecny 8.20 = 3.315714
Latecny 8.21 = 3.316117
Latecny 8.22 = 3.316520
Latecny 8.23 = 3.316924
Latecny 8.24 = 3.317327
Latecny 8.25 = 3.317731
Latecny 8.26 = 3.318134
Latecny 8.27 = 3.318537
Latecny 8.28 = 3.318941
Latecny 8.29 = 3.319344
Latecny 8.30 = 3.319747
Latecny 8.31 = 3.320151
Latecny 8.32 = 3.320554
Latecny 8.33 = 3.320957
Latecny 8.34 = 3.321361
Latecny 8.35 = 3.321764
Latecny 8.36 = 3.322167
Latecny 8.37 = 3.322571
Latecny 8.38 = 3.322974
Latecny 8.39 = 3.323378
Latecny 8.40 = 3.323781
Latecny 8.41 = 3.324184
Latecny 8.42 = 3.324588
Latecny 8.43 = 3.324991
Latecny 8.44 = 3.325394
Latecny 8.45 = 3.325798
