Initializing RocksDB Options from the specified file
Initializing RocksDB Options from command-line flags
Keys:       16 bytes each (+ 0 bytes user-defined timestamp)
Values:     100 bytes each (50 bytes after compression)
Entries:    300000000
Prefix:    0 bytes
Latecny 0.52 = 3.012641
Latecny 0.53 = 3.013093
Latecny 0.54 = 3.013544
Latecny 0.55 = 3.013996
Latecny 0.56 = 3.014448
Latecny 0.57 = 3.014899
Latecny 0.58 = 3.015351
Latecny 0.59 = 3.015803
Latecny 0.60 = 3.016254
Latecny 0.61 = 3.016706
Latecny 0.62 = 3.017158
Latecny 0.63 = 3.017609
Latecny 0.64 = 3.018061
Latecny 0.65 = 3.018513
Latecny 0.66 = 3.018964
Latecny 0.67 = 3.019416
Latecny 0.68 = 3.019868
Latecny 0.69 = 3.020319
Latecny 0.70 = 3.020771
Latecny 0.71 = 3.021223
Latecny 0.72 = 3.021674
Latecny 0.73 = 3.022126
Latecny 0.74 = 3.022578
Latecny 0.75 = 3.023029
Latecny 0.76 = 3.023481
Latecny 0.77 = 3.023933
Latecny 0.78 = 3.024384
Latecny 0.79 = 3.024836
Latecny 0.80 = 3.025288
Latecny 0.81 = 3.025739
Latecny 0.82 = 3.026191
Latecny 0.83 = 3.026643
Latecny 0.84 = 3.027094
Latecny 0.85 = 3.027546
Latecny 0.86 = 3.027998
Latecny 0.87 = 3.028449
Latecny 0.88 = 3.028901
Latecny 0.89 = 3.029352
Latecny 0.90 = 3.029804
Latecny 0.91 = 3.030256
Latecny 0.92 = 3.030707
Latecny 0.93 = 3.031159
Latecny 0.94 = 3.031611
Latecny 0.95 = 3.032062
Latecny 0.96 = 3.032514
Latecny 0.97 = 3.032966
Latecny 0.98 = 3.033417
Latecny 0.99 = 3.033869
Latecny 1.00 = 3.034321
Latecny 1.01 = 3.034772
Latecny 1.02 = 3.035224
Latecny 1.03 = 3.035676
Latecny 1.04 = 3.036127
Latecny 1.05 = 3.036579
Latecny 1.06 = 3.037031
Latecny 1.07 = 3.037482
Latecny 1.08 = 3.037934
Latecny 1.09 = 3.038386
Latecny 1.10 = 3.038837
Latecny 1.11 = 3.039289
Latecny 1.12 = 3.039741
Latecny 1.13 = 3.040192
Latecny 1.14 = 3.040644
Latecny 1.15 = 3.041096
Latecny 1.16 = 3.041547
Latecny 1.17 = 3.041999
Latecny 1.18 = 3.042451
Latecny 1.19 = 3.042902
Latecny 1.20 = 3.043354
Latecny 1.21 = 3.043806
Latecny 1.22 = 3.044257
Latecny 1.23 = 3.044709
Latecny 1.24 = 3.045161
Latecny 1.25 = 3.045612
Latecny 1.26 = 3.046064
Latecny 1.27 = 3.046515
Latecny 1.28 = 3.046967
Latecny 1.29 = 3.047419
Latecny 1.30 = 3.047870
Latecny 1.31 = 3.048322
Latecny 1.32 = 3.048774
Latecny 1.33 = 3.049225
Latecny 1.34 = 3.049677
Latecny 1.35 = 3.050129
Latecny 1.36 = 3.050580
Latecny 1.37 = 3.051032
Latecny 1.38 = 3.051484
Latecny 1.39 = 3.051935
Latecny 1.40 = 3.052387
Latecny 1.41 = 3.052839
Latecny 1.42 = 3.053290
Latecny 1.43 = 3.053742
Latecny 1.44 = 3.054194
Latecny 1.45 = 3.054645
Latecny 1.46 = 3.055097
Latecny 1.47 = 3.055549
Latecny 1.48 = 3.056000
Latecny 1.49 = 3.056452
Latecny 1.50 = 3.056904
Latecny 1.51 = 3.057355
Latecny 1.52 = 3.057807
Latecny 1.53 = 3.058259
Latecny 1.54 = 3.058710
Latecny 1.55 = 3.059162
Latecny 1.56 = 3.059614
Latecny 1.57 = 3.060065
Latecny 1.58 = 3.060517
Latecny 1.59 = 3.060969
Latecny 1.60 = 3.061420
Latecny 1.61 = 3.061872
Latecny 1.62 = 3.062324
Latecny 1.63 = 3.062775
Latecny 1.64 = 3.063227
Latecny 1.65 = 3.063678
Latecny 1.66 = 3.064130
Latecny 1.67 = 3.064582
Latecny 1.68 = 3.065033
Latecny 1.69 = 3.065485
Latecny 1.70 = 3.065937
Latecny 1.71 = 3.066388
Latecny 1.72 = 3.066840
Latecny 1.73 = 3.067292
Latecny 1.74 = 3.067743
Latecny 1.75 = 3.068195
Latecny 1.76 = 3.068647
Latecny 1.77 = 3.069098
Latecny 1.78 = 3.069550
Latecny 1.79 = 3.070002
Latecny 1.80 = 3.070453
Latecny 1.81 = 3.070905
Latecny 1.82 = 3.071357
Latecny 1.83 = 3.071808
Latecny 1.84 = 3.072260
Latecny 1.85 = 3.072712
Latecny 1.86 = 3.073163
Latecny 1.87 = 3.073615
Latecny 1.88 = 3.074067
Latecny 1.89 = 3.074518
Latecny 1.90 = 3.074970
Latecny 1.91 = 3.075422
Latecny 1.92 = 3.075873
Latecny 1.93 = 3.076325
Latecny 1.94 = 3.076777
Latecny 1.95 = 3.077228
Latecny 1.96 = 3.077680
Latecny 1.97 = 3.078132
Latecny 1.98 = 3.078583
Latecny 1.99 = 3.079035
Latecny 2.00 = 3.079487
Latecny 2.01 = 3.079938
Latecny 2.02 = 3.080390
Latecny 2.03 = 3.080842
Latecny 2.04 = 3.081293
Latecny 2.05 = 3.081745
Latecny 2.06 = 3.082196
Latecny 2.07 = 3.082648
Latecny 2.08 = 3.083100
Latecny 2.09 = 3.083551
Latecny 2.10 = 3.084003
Latecny 2.11 = 3.084455
Latecny 2.12 = 3.084906
Latecny 2.13 = 3.085358
Latecny 2.14 = 3.085810
Latecny 2.15 = 3.086261
Latecny 2.16 = 3.086713
Latecny 2.17 = 3.087165
Latecny 2.18 = 3.087616
Latecny 2.19 = 3.088068
Latecny 2.20 = 3.088520
Latecny 2.21 = 3.088971
Latecny 2.22 = 3.089423
Latecny 2.23 = 3.089875
Latecny 2.24 = 3.090326
Latecny 2.25 = 3.090778
Latecny 2.26 = 3.091230
Latecny 2.27 = 3.091681
Latecny 2.28 = 3.092133
Latecny 2.29 = 3.092585
Latecny 2.30 = 3.093036
Latecny 2.31 = 3.093488
Latecny 2.32 = 3.093940
Latecny 2.33 = 3.094391
Latecny 2.34 = 3.094843
Latecny 2.35 = 3.095295
Latecny 2.36 = 3.095746
Latecny 2.37 = 3.096198
Latecny 2.38 = 3.096650
Latecny 2.39 = 3.097101
Latecny 2.40 = 3.097553
Latecny 2.41 = 3.098005
Latecny 2.42 = 3.098456
Latecny 2.43 = 3.098908
Latecny 2.44 = 3.099359
Latecny 2.45 = 3.099811
Latecny 2.46 = 3.100263
Latecny 2.47 = 3.100714
Latecny 2.48 = 3.101166
Latecny 2.49 = 3.101618
Latecny 2.50 = 3.102069
Latecny 2.51 = 3.102521
Latecny 2.52 = 3.102973
Latecny 2.53 = 3.103424
Latecny 2.54 = 3.103876
Latecny 2.55 = 3.104328
Latecny 2.56 = 3.104779
Latecny 2.57 = 3.105231
Latecny 2.58 = 3.105683
Latecny 2.59 = 3.106134
Latecny 2.60 = 3.106586
Latecny 2.61 = 3.107038
Latecny 2.62 = 3.107489
Latecny 2.63 = 3.107941
Latecny 2.64 = 3.108393
Latecny 2.65 = 3.108844
Latecny 2.66 = 3.109296
Latecny 2.67 = 3.109748
Latecny 2.68 = 3.110199
Latecny 2.69 = 3.110651
Latecny 2.70 = 3.111103
Latecny 2.71 = 3.111554
Latecny 2.72 = 3.112006
Latecny 2.73 = 3.112458
Latecny 2.74 = 3.112909
Latecny 2.75 = 3.113361
Latecny 2.76 = 3.113813
Latecny 2.77 = 3.114264
Latecny 2.78 = 3.114716
Latecny 2.79 = 3.115168
Latecny 2.80 = 3.115619
Latecny 2.81 = 3.116071
Latecny 2.82 = 3.116522
Latecny 2.83 = 3.116974
Latecny 2.84 = 3.117426
Latecny 2.85 = 3.117877
Latecny 2.86 = 3.118329
Latecny 2.87 = 3.118781
Latecny 2.88 = 3.119232
Latecny 2.89 = 3.119684
Latecny 2.90 = 3.120136
Latecny 2.91 = 3.120587
Latecny 2.92 = 3.121039
Latecny 2.93 = 3.121491
Latecny 2.94 = 3.121942
Latecny 2.95 = 3.122394
Latecny 2.96 = 3.122846
Latecny 2.97 = 3.123297
Latecny 2.98 = 3.123749
Latecny 2.99 = 3.124201
Latecny 3.00 = 3.124652
Latecny 3.01 = 3.125104
Latecny 3.02 = 3.125556
Latecny 3.03 = 3.126007
Latecny 3.04 = 3.126459
Latecny 3.05 = 3.126911
Latecny 3.06 = 3.127362
Latecny 3.07 = 3.127814
Latecny 3.08 = 3.128266
Latecny 3.09 = 3.128717
Latecny 3.10 = 3.129169
Latecny 3.11 = 3.129621
Latecny 3.12 = 3.130072
Latecny 3.13 = 3.130524
Latecny 3.14 = 3.130976
Latecny 3.15 = 3.131427
Latecny 3.16 = 3.131879
Latecny 3.17 = 3.132331
Latecny 3.18 = 3.132782
Latecny 3.19 = 3.133234
Latecny 3.20 = 3.133685
Latecny 3.21 = 3.134137
Latecny 3.22 = 3.134589
Latecny 3.23 = 3.135040
Latecny 3.24 = 3.135492
Latecny 3.25 = 3.135944
Latecny 3.26 = 3.136395
Latecny 3.27 = 3.136847
Latecny 3.28 = 3.137299
Latecny 3.29 = 3.137750
Latecny 3.30 = 3.138202
Latecny 3.31 = 3.138654
Latecny 3.32 = 3.139105
Latecny 3.33 = 3.139557
Latecny 3.34 = 3.140009
Latecny 3.35 = 3.140460
Latecny 3.36 = 3.140912
Latecny 3.37 = 3.141364
Latecny 3.38 = 3.141815
Latecny 3.39 = 3.142267
Latecny 3.40 = 3.142719
Latecny 3.41 = 3.143170
Latecny 3.42 = 3.143622
Latecny 3.43 = 3.144074
Latecny 3.44 = 3.144525
Latecny 3.45 = 3.144977
Latecny 3.46 = 3.145429
Latecny 3.47 = 3.145880
Latecny 3.48 = 3.146332
Latecny 3.49 = 3.146784
Latecny 3.50 = 3.147235
Latecny 3.51 = 3.147687
Latecny 3.52 = 3.148139
Latecny 3.53 = 3.148590
Latecny 3.54 = 3.149042
Latecny 3.55 = 3.149494
Latecny 3.56 = 3.149945
Latecny 3.57 = 3.150397
Latecny 3.58 = 3.150848
Latecny 3.59 = 3.151300
Latecny 3.60 = 3.151752
Latecny 3.61 = 3.152203
Latecny 3.62 = 3.152655
Latecny 3.63 = 3.153107
Latecny 3.64 = 3.153558
Latecny 3.65 = 3.154010
Latecny 3.66 = 3.154462
Latecny 3.67 = 3.154913
Latecny 3.68 = 3.155365
Latecny 3.69 = 3.155817
Latecny 3.70 = 3.156268
Latecny 3.71 = 3.156720
Latecny 3.72 = 3.157172
Latecny 3.73 = 3.157623
Latecny 3.74 = 3.158075
Latecny 3.75 = 3.158527
Latecny 3.76 = 3.158978
Latecny 3.77 = 3.159430
Latecny 3.78 = 3.159882
Latecny 3.79 = 3.160333
Latecny 3.80 = 3.160785
Latecny 3.81 = 3.161237
Latecny 3.82 = 3.161688
Latecny 3.83 = 3.162140
Latecny 3.84 = 3.162592
Latecny 3.85 = 3.163043
Latecny 3.86 = 3.163495
Latecny 3.87 = 3.163947
Latecny 3.88 = 3.164398
Latecny 3.89 = 3.164850
Latecny 3.90 = 3.165302
Latecny 3.91 = 3.165753
Latecny 3.92 = 3.166205
Latecny 3.93 = 3.166656
Latecny 3.94 = 3.167108
Latecny 3.95 = 3.167560
Latecny 3.96 = 3.168011
Latecny 3.97 = 3.168463
Latecny 3.98 = 3.168915
Latecny 3.99 = 3.169366
Latecny 4.00 = 3.169818
Latecny 4.01 = 3.170270
Latecny 4.02 = 3.170721
Latecny 4.03 = 3.171173
Latecny 4.04 = 3.171625
Latecny 4.05 = 3.172076
Latecny 4.06 = 3.172528
Latecny 4.07 = 3.172980
Latecny 4.08 = 3.173431
Latecny 4.09 = 3.173883
Latecny 4.10 = 3.174335
Latecny 4.11 = 3.174786
Latecny 4.12 = 3.175238
Latecny 4.13 = 3.175690
Latecny 4.14 = 3.176141
Latecny 4.15 = 3.176593
Latecny 4.16 = 3.177045
Latecny 4.17 = 3.177496
Latecny 4.18 = 3.177948
Latecny 4.19 = 3.178400
Latecny 4.20 = 3.178851
Latecny 4.21 = 3.179303
Latecny 4.22 = 3.179755
Latecny 4.23 = 3.180206
Latecny 4.24 = 3.180658
Latecny 4.25 = 3.181110
Latecny 4.26 = 3.181561
Latecny 4.27 = 3.182013
Latecny 4.28 = 3.182465
Latecny 4.29 = 3.182916
Latecny 4.30 = 3.183368
Latecny 4.31 = 3.183820
Latecny 4.32 = 3.184272
Latecny 4.33 = 3.184723
Latecny 4.34 = 3.185175
Latecny 4.35 = 3.185627
Latecny 4.36 = 3.186078
Latecny 4.37 = 3.186530
Latecny 4.38 = 3.186982
Latecny 4.39 = 3.187433
Latecny 4.40 = 3.187885
Latecny 4.41 = 3.188337
Latecny 4.42 = 3.188788
Latecny 4.43 = 3.189240
Latecny 4.44 = 3.189692
Latecny 4.45 = 3.190143
Latecny 4.46 = 3.190595
Latecny 4.47 = 3.191047
Latecny 4.48 = 3.191498
Latecny 4.49 = 3.191950
Latecny 4.50 = 3.192402
Latecny 4.51 = 3.192853
Latecny 4.52 = 3.193305
Latecny 4.53 = 3.193757
Latecny 4.54 = 3.194208
Latecny 4.55 = 3.194660
Latecny 4.56 = 3.195112
Latecny 4.57 = 3.195563
Latecny 4.58 = 3.196015
Latecny 4.59 = 3.196467
Latecny 4.60 = 3.196918
Latecny 4.61 = 3.197370
Latecny 4.62 = 3.197822
Latecny 4.63 = 3.198273
Latecny 4.64 = 3.198725
Latecny 4.65 = 3.199177
Latecny 4.66 = 3.199628
Latecny 4.67 = 3.200080
Latecny 4.68 = 3.200532
Latecny 4.69 = 3.200983
Latecny 4.70 = 3.201435
Latecny 4.71 = 3.201887
Latecny 4.72 = 3.202338
Latecny 4.73 = 3.202790
Latecny 4.74 = 3.203242
Latecny 4.75 = 3.203693
Latecny 4.76 = 3.204145
Latecny 4.77 = 3.204597
Latecny 4.78 = 3.205048
Latecny 4.79 = 3.205500
Latecny 4.80 = 3.205952
Latecny 4.81 = 3.206403
Latecny 4.82 = 3.206855
Latecny 4.83 = 3.207307
Latecny 4.84 = 3.207758
Latecny 4.85 = 3.208210
Latecny 4.86 = 3.208662
Latecny 4.87 = 3.209113
Latecny 4.88 = 3.209565
Latecny 4.89 = 3.210017
Latecny 4.90 = 3.210468
Latecny 4.91 = 3.210920
Latecny 4.92 = 3.211372
Latecny 4.93 = 3.211823
Latecny 4.94 = 3.212275
Latecny 4.95 = 3.212727
Latecny 4.96 = 3.213178
Latecny 4.97 = 3.213630
Latecny 4.98 = 3.214082
Latecny 4.99 = 3.214533
Latecny 5.00 = 3.214985
Latecny 5.01 = 3.215437
Latecny 5.02 = 3.215888
Latecny 5.03 = 3.216340
Latecny 5.04 = 3.216792
Latecny 5.05 = 3.217243
Latecny 5.06 = 3.217695
Latecny 5.07 = 3.218147
Latecny 5.08 = 3.218598
Latecny 5.09 = 3.219050
Latecny 5.10 = 3.219502
Latecny 5.11 = 3.219953
Latecny 5.12 = 3.220405
Latecny 5.13 = 3.220857
Latecny 5.14 = 3.221308
Latecny 5.15 = 3.221760
Latecny 5.16 = 3.222212
Latecny 5.17 = 3.222663
Latecny 5.18 = 3.223115
Latecny 5.19 = 3.223567
Latecny 5.20 = 3.224018
Latecny 5.21 = 3.224470
Latecny 5.22 = 3.224922
Latecny 5.23 = 3.225373
Latecny 5.24 = 3.225825
Latecny 5.25 = 3.226277
Latecny 5.26 = 3.226728
Latecny 5.27 = 3.227180
Latecny 5.28 = 3.227632
Latecny 5.29 = 3.228083
Latecny 5.30 = 3.228535
Latecny 5.31 = 3.228987
Latecny 5.32 = 3.229438
Latecny 5.33 = 3.229890
Latecny 5.34 = 3.230342
Latecny 5.35 = 3.230793
Latecny 5.36 = 3.231245
Latecny 5.37 = 3.231697
Latecny 5.38 = 3.232148
Latecny 5.39 = 3.232600
Latecny 5.40 = 3.233052
Latecny 5.41 = 3.233503
Latecny 5.42 = 3.233955
Latecny 5.43 = 3.234407
Latecny 5.44 = 3.234858
Latecny 5.45 = 3.235310
Latecny 5.46 = 3.235762
Latecny 5.47 = 3.236213
Latecny 5.48 = 3.236665
Latecny 5.49 = 3.237117
Latecny 5.50 = 3.237568
Latecny 5.51 = 3.238020
Latecny 5.52 = 3.238472
Latecny 5.53 = 3.238923
Latecny 5.54 = 3.239375
Latecny 5.55 = 3.239827
Latecny 5.56 = 3.240278
Latecny 5.57 = 3.240730
Latecny 5.58 = 3.241182
Latecny 5.59 = 3.241633
Latecny 5.60 = 3.242085
Latecny 5.61 = 3.242537
Latecny 5.62 = 3.242988
Latecny 5.63 = 3.243440
Latecny 5.64 = 3.243892
Latecny 5.65 = 3.244343
Latecny 5.66 = 3.244795
Latecny 5.67 = 3.245247
Latecny 5.68 = 3.245698
Latecny 5.69 = 3.246150
Latecny 5.70 = 3.246602
Latecny 5.71 = 3.247053
Latecny 5.72 = 3.247505
Latecny 5.73 = 3.247957
Latecny 5.74 = 3.248408
Latecny 5.75 = 3.248860
Latecny 5.76 = 3.249312
Latecny 5.77 = 3.249763
Latecny 5.78 = 3.250215
Latecny 5.79 = 3.250667
Latecny 5.80 = 3.251118
Latecny 5.81 = 3.251570
Latecny 5.82 = 3.252022
Latecny 5.83 = 3.252473
Latecny 5.84 = 3.252925
Latecny 5.85 = 3.253377
Latecny 5.86 = 3.253828
Latecny 5.87 = 3.254280
Latecny 5.88 = 3.254732
Latecny 5.89 = 3.255183
Latecny 5.90 = 3.255635
Latecny 5.91 = 3.256087
Latecny 5.92 = 3.256538
Latecny 5.93 = 3.256990
Latecny 5.94 = 3.257442
Latecny 5.95 = 3.257893
Latecny 5.96 = 3.258345
Latecny 5.97 = 3.258797
Latecny 5.98 = 3.259248
Latecny 5.99 = 3.259700
Latecny 6.00 = 3.260152
Latecny 6.01 = 3.260604
Latecny 6.02 = 3.261055
Latecny 6.03 = 3.261507
Latecny 6.04 = 3.261959
Latecny 6.05 = 3.262410
Latecny 6.06 = 3.262862
Latecny 6.07 = 3.263314
Latecny 6.08 = 3.263765
Latecny 6.09 = 3.264217
Latecny 6.10 = 3.264669
Latecny 6.11 = 3.265120
Latecny 6.12 = 3.265572
Latecny 6.13 = 3.266024
Latecny 6.14 = 3.266475
Latecny 6.15 = 3.266927
Latecny 6.16 = 3.267379
Latecny 6.17 = 3.267830
Latecny 6.18 = 3.268282
Latecny 6.19 = 3.268734
Latecny 6.20 = 3.269185
Latecny 6.21 = 3.269637
Latecny 6.22 = 3.270089
Latecny 6.23 = 3.270540
Latecny 6.24 = 3.270992
Latecny 6.25 = 3.271444
Latecny 6.26 = 3.271895
Latecny 6.27 = 3.272347
Latecny 6.28 = 3.272799
Latecny 6.29 = 3.273250
Latecny 6.30 = 3.273702
Latecny 6.31 = 3.274154
Latecny 6.32 = 3.274605
Latecny 6.33 = 3.275057
Latecny 6.34 = 3.275509
Latecny 6.35 = 3.275960
Latecny 6.36 = 3.276412
Latecny 6.37 = 3.276864
Latecny 6.38 = 3.277315
Latecny 6.39 = 3.277767
Latecny 6.40 = 3.278219
Latecny 6.41 = 3.278670
Latecny 6.42 = 3.279122
Latecny 6.43 = 3.279574
Latecny 6.44 = 3.280025
Latecny 6.45 = 3.280477
Latecny 6.46 = 3.280929
Latecny 6.47 = 3.281380
Latecny 6.48 = 3.281832
Latecny 6.49 = 3.282284
Latecny 6.50 = 3.282735
Latecny 6.51 = 3.283187
Latecny 6.52 = 3.283639
Latecny 6.53 = 3.284090
Latecny 6.54 = 3.284542
Latecny 6.55 = 3.284994
Latecny 6.56 = 3.285445
Latecny 6.57 = 3.285897
Latecny 6.58 = 3.286349
Latecny 6.59 = 3.286800
Latecny 6.60 = 3.287252
Latecny 6.61 = 3.287704
Latecny 6.62 = 3.288155
Latecny 6.63 = 3.288607
Latecny 6.64 = 3.289059
Latecny 6.65 = 3.289510
Latecny 6.66 = 3.289962
Latecny 6.67 = 3.290414
Latecny 6.68 = 3.290865
Latecny 6.69 = 3.291317
Latecny 6.70 = 3.291769
Latecny 6.71 = 3.292220
Latecny 6.72 = 3.292672
Latecny 6.73 = 3.293124
Latecny 6.74 = 3.293575
Latecny 6.75 = 3.294027
Latecny 6.76 = 3.294479
Latecny 6.77 = 3.294930
Latecny 6.78 = 3.295382
Latecny 6.79 = 3.295834
Latecny 6.80 = 3.296285
Latecny 6.81 = 3.296737
Latecny 6.82 = 3.297189
Latecny 6.83 = 3.297640
Latecny 6.84 = 3.298092
Latecny 6.85 = 3.298544
Latecny 6.86 = 3.298995
Latecny 6.87 = 3.299447
Latecny 6.88 = 3.299899
Latecny 6.89 = 3.300350
Latecny 6.90 = 3.300802
Latecny 6.91 = 3.301254
Latecny 6.92 = 3.301705
Latecny 6.93 = 3.302157
Latecny 6.94 = 3.302609
Latecny 6.95 = 3.303060
Latecny 6.96 = 3.303512
Latecny 6.97 = 3.303964
Latecny 6.98 = 3.304415
Latecny 6.99 = 3.304867
Latecny 7.00 = 3.305319
Latecny 7.01 = 3.305770
Latecny 7.02 = 3.306222
Latecny 7.03 = 3.306674
Latecny 7.04 = 3.307125
Latecny 7.05 = 3.307577
Latecny 7.06 = 3.308029
Latecny 7.07 = 3.308480
Latecny 7.08 = 3.308932
Latecny 7.09 = 3.309384
Latecny 7.10 = 3.309835
Latecny 7.11 = 3.310287
Latecny 7.12 = 3.310739
Latecny 7.13 = 3.311190
Latecny 7.14 = 3.311642
Latecny 7.15 = 3.312094
Latecny 7.16 = 3.312545
Latecny 7.17 = 3.312997
Latecny 7.18 = 3.313449
Latecny 7.19 = 3.313900
Latecny 7.20 = 3.314352
Latecny 7.21 = 3.314804
Latecny 7.22 = 3.315255
Latecny 7.23 = 3.315707
Latecny 7.24 = 3.316159
Latecny 7.25 = 3.316610
Latecny 7.26 = 3.317062
Latecny 7.27 = 3.317514
Latecny 7.28 = 3.317965
Latecny 7.29 = 3.318417
Latecny 7.30 = 3.318869
Latecny 7.31 = 3.319320
Latecny 7.32 = 3.319772
Latecny 7.33 = 3.320224
Latecny 7.34 = 3.320675
Latecny 7.35 = 3.321127
Latecny 7.36 = 3.321579
Latecny 7.37 = 3.322030
Latecny 7.38 = 3.322482
Latecny 7.39 = 3.322934
Latecny 7.40 = 3.323385
Latecny 7.41 = 3.323837
Latecny 7.42 = 3.324289
Latecny 7.43 = 3.324740
Latecny 7.44 = 3.325192
Latecny 7.45 = 3.325644
Latecny 7.46 = 3.326095
Latecny 7.47 = 3.326547
Latecny 7.48 = 3.326999
Latecny 7.49 = 3.327450
Latecny 7.50 = 3.327902
Latecny 7.51 = 3.328354
Latecny 7.52 = 3.328805
Latecny 7.53 = 3.329257
Latecny 7.54 = 3.329709
Latecny 7.55 = 3.330160
Latecny 7.56 = 3.330612
Latecny 7.57 = 3.331064
Latecny 7.58 = 3.331515
Latecny 7.59 = 3.331967
Latecny 7.60 = 3.332419
Latecny 7.61 = 3.332870
Latecny 7.62 = 3.333322
Latecny 7.63 = 3.333774
Latecny 7.64 = 3.334225
Latecny 7.65 = 3.334677
Latecny 7.66 = 3.335129
Latecny 7.67 = 3.335580
Latecny 7.68 = 3.336032
Latecny 7.69 = 3.336484
Latecny 7.70 = 3.336936
Latecny 7.71 = 3.337387
Latecny 7.72 = 3.337839
Latecny 7.73 = 3.338291
Latecny 7.74 = 3.338742
Latecny 7.75 = 3.339194
Latecny 7.76 = 3.339646
Latecny 7.77 = 3.340097
Latecny 7.78 = 3.340549
Latecny 7.79 = 3.341001
Latecny 7.80 = 3.341452
Latecny 7.81 = 3.341904
Latecny 7.82 = 3.342356
Latecny 7.83 = 3.342807
Latecny 7.84 = 3.343259
Latecny 7.85 = 3.343711
Latecny 7.86 = 3.344162
Latecny 7.87 = 3.344614
Latecny 7.88 = 3.345066
Latecny 7.89 = 3.345517
Latecny 7.90 = 3.345969
Latecny 7.91 = 3.346421
Latecny 7.92 = 3.346872
Latecny 7.93 = 3.347324
Latecny 7.94 = 3.347776
Latecny 7.95 = 3.348227
Latecny 7.96 = 3.348679
Latecny 7.97 = 3.349131
Latecny 7.98 = 3.349582
Latecny 7.99 = 3.350034
Latecny 8.00 = 3.350486
Latecny 8.01 = 3.350937
Latecny 8.02 = 3.351389
Latecny 8.03 = 3.351841
Latecny 8.04 = 3.352292
Latecny 8.05 = 3.352744
Latecny 8.06 = 3.353196
Latecny 8.07 = 3.353647
Latecny 8.08 = 3.354099
Latecny 8.09 = 3.354551
Latecny 8.10 = 3.355002
Latecny 8.11 = 3.355454
Latecny 8.12 = 3.355906
Latecny 8.13 = 3.356357
Latecny 8.14 = 3.356809
Latecny 8.15 = 3.357261
Latecny 8.16 = 3.357712
Latecny 8.17 = 3.358164
Latecny 8.18 = 3.358616
Latecny 8.19 = 3.359067
Latecny 8.20 = 3.359519
Latecny 8.21 = 3.359971
Latecny 8.22 = 3.360422
Latecny 8.23 = 3.360874
Latecny 8.24 = 3.361326
Latecny 8.25 = 3.361777
Latecny 8.26 = 3.362229
Latecny 8.27 = 3.362681
Latecny 8.28 = 3.363132
Latecny 8.29 = 3.363584
Latecny 8.30 = 3.364036
Latecny 8.31 = 3.364487
Latecny 8.32 = 3.364939
Latecny 8.33 = 3.365391
Latecny 8.34 = 3.365842
Latecny 8.35 = 3.366294
Latecny 8.36 = 3.366746
Latecny 8.37 = 3.367197
Latecny 8.38 = 3.367649
Latecny 8.39 = 3.368101
Latecny 8.40 = 3.368552
Latecny 8.41 = 3.369004
Latecny 8.42 = 3.369456
Latecny 8.43 = 3.369907
Latecny 8.44 = 3.370359
Latecny 8.45 = 3.370811
