Initializing RocksDB Options from the specified file
Initializing RocksDB Options from command-line flags
Keys:       16 bytes each (+ 0 bytes user-defined timestamp)
Values:     100 bytes each (50 bytes after compression)
Entries:    100000000
Prefix:    0 bytes
Latecny 7.30 = 3.245609
Latecny 7.31 = 3.245969
Latecny 7.32 = 3.246328
Latecny 7.33 = 3.246687
Latecny 7.34 = 3.247047
Latecny 7.35 = 3.247406
Latecny 7.36 = 3.247765
Latecny 7.37 = 3.248124
Latecny 7.38 = 3.248484
Latecny 7.39 = 3.248843
Latecny 7.40 = 3.249202
Latecny 7.41 = 3.249561
Latecny 7.42 = 3.249921
Latecny 7.43 = 3.250280
Latecny 7.44 = 3.250639
Latecny 7.45 = 3.250999
Latecny 7.46 = 3.251358
Latecny 7.47 = 3.251717
Latecny 7.48 = 3.252076
Latecny 7.49 = 3.252436
Latecny 7.50 = 3.252795
Latecny 7.51 = 3.253154
Latecny 7.52 = 3.253513
Latecny 7.53 = 3.253873
Latecny 7.54 = 3.254232
Latecny 7.55 = 3.254591
Latecny 7.56 = 3.254951
Latecny 7.57 = 3.255310
Latecny 7.58 = 3.255669
Latecny 7.59 = 3.256028
Latecny 7.60 = 3.256388
Latecny 7.61 = 3.256747
Latecny 7.62 = 3.257106
Latecny 7.63 = 3.257465
Latecny 7.64 = 3.257825
Latecny 7.65 = 3.258184
Latecny 7.66 = 3.258543
Latecny 7.67 = 3.258902
Latecny 7.68 = 3.259262
Latecny 7.69 = 3.259621
Latecny 7.70 = 3.259980
Latecny 7.71 = 3.260340
Latecny 7.72 = 3.260699
Latecny 7.73 = 3.261058
Latecny 7.74 = 3.261417
Latecny 7.75 = 3.261777
Latecny 7.76 = 3.262136
Latecny 7.77 = 3.262495
Latecny 7.78 = 3.262854
Latecny 7.79 = 3.263214
Latecny 7.80 = 3.263573
Latecny 7.81 = 3.263932
Latecny 7.82 = 3.264292
Latecny 7.83 = 3.264651
Latecny 7.84 = 3.265010
Latecny 7.85 = 3.265369
Latecny 7.86 = 3.265729
Latecny 7.87 = 3.266088
Latecny 7.88 = 3.266447
Latecny 7.89 = 3.266806
Latecny 7.90 = 3.267166
Latecny 7.91 = 3.267525
Latecny 7.92 = 3.267884
Latecny 7.93 = 3.268244
Latecny 7.94 = 3.268603
Latecny 7.95 = 3.268962
Latecny 7.96 = 3.269321
Latecny 7.97 = 3.269681
Latecny 7.98 = 3.270040
Latecny 7.99 = 3.270399
Latecny 8.00 = 3.270758
Latecny 8.01 = 3.271118
Latecny 8.02 = 3.271477
Latecny 8.03 = 3.271836
Latecny 8.04 = 3.272196
Latecny 8.05 = 3.272555
Latecny 8.06 = 3.272914
Latecny 8.07 = 3.273273
Latecny 8.08 = 3.273633
Latecny 8.09 = 3.273992
Latecny 8.10 = 3.274351
Latecny 8.11 = 3.274710
Latecny 8.12 = 3.275070
Latecny 8.13 = 3.275429
Latecny 8.14 = 3.275788
Latecny 8.15 = 3.276148
Latecny 8.16 = 3.276507
Latecny 8.17 = 3.276866
Latecny 8.18 = 3.277225
Latecny 8.19 = 3.277585
Latecny 8.20 = 3.277944
Latecny 8.21 = 3.278303
Latecny 8.22 = 3.278662
Latecny 8.23 = 3.279022
Latecny 8.24 = 3.279381
Latecny 8.25 = 3.279740
Latecny 8.26 = 3.280099
Latecny 8.27 = 3.280459
Latecny 8.28 = 3.280818
Latecny 8.29 = 3.281177
Latecny 8.30 = 3.281537
Latecny 8.31 = 3.281896
Latecny 8.32 = 3.282255
Latecny 8.33 = 3.282614
Latecny 8.34 = 3.282974
Latecny 8.35 = 3.283333
Latecny 8.36 = 3.283692
Latecny 8.37 = 3.284051
Latecny 8.38 = 3.284411
Latecny 8.39 = 3.284770
Latecny 8.40 = 3.285129
Latecny 8.41 = 3.285489
Latecny 8.42 = 3.285848
Latecny 8.43 = 3.286207
Latecny 8.44 = 3.286566
Latecny 8.45 = 3.286926
